"Goals","factor","GF","KA","KP","LN","MDK","MP","TS","ZH"
"Provide a father figure to my grandsons who are 9 and 12 years old and are living with us. At least five days a week, provide tips to them to help them succeed in life.provide","External",NA,NA,5.6,NA,6.2,NA,NA,NA
"Provide a father figure to my grandsons who are 9 and 12 years old and are living with us. At least five days a week, provide tips to them to help them succeed in life.provide","Value",NA,NA,6,NA,5,NA,NA,NA
"Provide mentoring and tutoring to my sister's children to help them achieve better grades in the final trimester of school","Clarity",NA,NA,NA,NA,NA,NA,5.5,4.4
"Provide mentoring and tutoring to my sister's children to help them achieve better grades in the final trimester of school","Consensus",NA,NA,NA,NA,NA,NA,1,0.75
"Provide mentoring and tutoring to my sister's children to help them achieve better grades in the final trimester of school","External",NA,NA,NA,NA,NA,NA,6,5.4
"Provide mentoring and tutoring to my sister's children to help them achieve better grades in the final trimester of school","Value",NA,NA,NA,NA,NA,NA,4,3.875
"Pursuit of purchasing the home I'm renting currently.","Clarity",NA,6.83333333333333,NA,NA,5.33333333333333,NA,NA,NA
"Pursuit of purchasing the home I'm renting currently.","Consensus",NA,2,NA,NA,2.25,NA,NA,NA
"Pursuit of purchasing the home I'm renting currently.","External",NA,3.2,NA,NA,3.6,NA,NA,NA
"Pursuit of purchasing the home I'm renting currently.","Value",NA,4.22222222222222,NA,NA,4.33333333333333,NA,NA,NA
"Quit Smoking this year","Clarity",NA,4.8,NA,NA,6.33333333333333,NA,NA,NA
"Quit Smoking this year","Consensus",NA,3.75,NA,NA,4.75,NA,NA,NA
"Quit Smoking this year","External",NA,5.6,NA,NA,6.6,NA,NA,NA
"Quit Smoking this year","Value",NA,5.77777777777778,NA,NA,6,NA,NA,NA
"Read at least 3 books in April, May and June.","Clarity",NA,NA,6.33333333333333,NA,7.16666666666667,NA,NA,NA
"Read at least 3 books in April, May and June.","Consensus",NA,NA,1.33333333333333,NA,1.25,NA,NA,NA
"Read at least 3 books in April, May and June.","External",NA,NA,1,NA,1.2,NA,NA,NA
"Read at least 3 books in April, May and June.","Value",NA,NA,3.57142857142857,NA,3.11111111111111,NA,NA,NA
"Reconnect with people I've fallen out of touch with during COVID lockdowns - calll or text one friend and one family member each week.","Clarity",NA,7,5.16666666666667,NA,NA,NA,NA,NA
"Reconnect with people I've fallen out of touch with during COVID lockdowns - calll or text one friend and one family member each week.","Consensus",NA,1.25,2.75,NA,NA,NA,NA,NA
"Reconnect with people I've fallen out of touch with during COVID lockdowns - calll or text one friend and one family member each week.","External",NA,2.6,5.2,NA,NA,NA,NA,NA
"Reconnect with people I've fallen out of touch with during COVID lockdowns - calll or text one friend and one family member each week.","Value",NA,5.33333333333333,4.5,NA,NA,NA,NA,NA
"record food and exercise every day in my fitness pal","Clarity",NA,NA,NA,6.16666666666667,NA,5.83333333333333,NA,NA
"record food and exercise every day in my fitness pal","Consensus",NA,NA,NA,2,NA,3,NA,NA
"record food and exercise every day in my fitness pal","External",NA,NA,NA,2.4,NA,4.2,NA,NA
"record food and exercise every day in my fitness pal","Value",NA,NA,NA,2.55555555555556,NA,3.44444444444444,NA,NA
"Reduce my high blood pressure so that I can be healthier and not experience any more physical symptoms.","Clarity",NA,NA,NA,NA,NA,5.16666666666667,NA,NA
"Reduce my high blood pressure so that I can be healthier and not experience any more physical symptoms.","Consensus",NA,NA,NA,NA,NA,3,NA,NA
"Reduce my high blood pressure so that I can be healthier and not experience any more physical symptoms.","External",NA,NA,NA,NA,NA,5.8,NA,NA
"Reduce my high blood pressure so that I can be healthier and not experience any more physical symptoms.","Value",NA,NA,NA,NA,NA,5.22222222222222,NA,NA
"Reduce my spending to less than $300 every month","Clarity",5.83333333333333,6.25,NA,NA,NA,NA,NA,NA
"Reduce my spending to less than $300 every month","Consensus",2.25,1.66666666666667,NA,NA,NA,NA,NA,NA
"Reduce my spending to less than $300 every month","External",4.2,4.75,NA,NA,NA,NA,NA,NA
"Reduce my spending to less than $300 every month","Value",3.44444444444444,3.625,NA,NA,NA,NA,NA,NA
"Reestablish my strength levels on the so-called ""Big 3"" lifts: deadlifts, squats, and bench press","Clarity",NA,NA,5,NA,NA,5.83333333333333,NA,NA
"Reestablish my strength levels on the so-called ""Big 3"" lifts: deadlifts, squats, and bench press","Consensus",NA,NA,2.75,NA,NA,1.75,NA,NA
"Reestablish my strength levels on the so-called ""Big 3"" lifts: deadlifts, squats, and bench press","External",NA,NA,4.33333333333333,NA,NA,4.4,NA,NA
"Reestablish my strength levels on the so-called ""Big 3"" lifts: deadlifts, squats, and bench press","Value",NA,NA,4.66666666666667,NA,NA,3.88888888888889,NA,NA
"Remodel my bathroom by June 30th 2021","Clarity",NA,NA,NA,NA,5.16666666666667,NA,NA,5
"Remodel my bathroom by June 30th 2021","Consensus",NA,NA,NA,NA,0.25,NA,NA,0.5
"Remodel my bathroom by June 30th 2021","External",NA,NA,NA,NA,3.2,NA,NA,2.2
"Remodel my bathroom by June 30th 2021","Value",NA,NA,NA,NA,4,NA,NA,2.375
"Save $400/month for the rest of 2021","Clarity",NA,7.16666666666667,5.83333333333333,NA,NA,NA,NA,NA
"Save $400/month for the rest of 2021","Consensus",NA,1.5,4.25,NA,NA,NA,NA,NA
"Save $400/month for the rest of 2021","External",NA,3,4,NA,NA,NA,NA,NA
"Save $400/month for the rest of 2021","Value",NA,4,5.33333333333333,NA,NA,NA,NA,NA
"Save $5000 in my children's 529 Plans by the end of the year.","Clarity",4.5,NA,NA,NA,NA,NA,NA,5
"Save $5000 in my children's 529 Plans by the end of the year.","Consensus",3,NA,NA,NA,NA,NA,NA,2.5
"Save $5000 in my children's 529 Plans by the end of the year.","External",6,NA,NA,NA,NA,NA,NA,4.8
"Save $5000 in my children's 529 Plans by the end of the year.","Value",3.88888888888889,NA,NA,NA,NA,NA,NA,4.75
"save 10% of my earnings","Clarity",5.33333333333333,NA,NA,NA,NA,NA,5,NA
"save 10% of my earnings","Consensus",2.5,NA,NA,NA,NA,NA,2.75,NA
"save 10% of my earnings","External",3,NA,NA,NA,NA,NA,3.6,NA
"save 10% of my earnings","Value",3,NA,NA,NA,NA,NA,4.55555555555556,NA
"Save 100 dollars a week for emergencies","Clarity",NA,NA,NA,NA,7.16666666666667,NA,5.16666666666667,NA
"Save 100 dollars a week for emergencies","Consensus",NA,NA,NA,NA,4,NA,2.25,NA
"Save 100 dollars a week for emergencies","External",NA,NA,NA,NA,4.2,NA,3.6,NA
"Save 100 dollars a week for emergencies","Value",NA,NA,NA,NA,4.11111111111111,NA,5,NA
"Save at least $500 per month.","Clarity",6,NA,NA,NA,NA,3.83333333333333,NA,NA
"Save at least $500 per month.","Consensus",2.75,NA,NA,NA,NA,3,NA,NA
"Save at least $500 per month.","External",2.6,NA,NA,NA,NA,4.8,NA,NA
"Save at least $500 per month.","Value",4.11111111111111,NA,NA,NA,NA,4,NA,NA
"Save money for new kitchen and living room floor","Clarity",NA,5.66666666666667,5,NA,NA,NA,NA,NA
"Save money for new kitchen and living room floor","Consensus",NA,0.25,1.66666666666667,NA,NA,NA,NA,NA
"Save money for new kitchen and living room floor","External",NA,3.8,3,NA,NA,NA,NA,NA
"Save money for new kitchen and living room floor","Value",NA,3.44444444444444,2.77777777777778,NA,NA,NA,NA,NA
"Save more money and buy a small but nice house out right.","Clarity",NA,4.75,3.5,4.66666666666667,NA,NA,NA,NA
"Save more money and buy a small but nice house out right.","Consensus",NA,2.5,1.5,2.25,NA,NA,NA,NA
"Save more money and buy a small but nice house out right.","External",NA,3.4,5,2.6,NA,NA,NA,NA
"Save more money and buy a small but nice house out right.","Value",NA,5.66666666666667,4,3.33333333333333,NA,NA,NA,NA
"Save more money towards early retirement by the time I'm 40","Clarity",3.83333333333333,NA,NA,NA,5.83333333333333,NA,NA,NA
"Save more money towards early retirement by the time I'm 40","Consensus",2.25,NA,NA,NA,3,NA,NA,NA
"Save more money towards early retirement by the time I'm 40","External",2.6,NA,NA,NA,4.8,NA,NA,NA
"Save more money towards early retirement by the time I'm 40","Value",3.77777777777778,NA,NA,NA,5,NA,NA,NA
"Schedule and take a vacation","Clarity",NA,NA,NA,NA,NA,NA,4.5,3.33333333333333
"Schedule and take a vacation","Consensus",NA,NA,NA,NA,NA,NA,2,1.75
"Schedule and take a vacation","External",NA,NA,NA,NA,NA,NA,2.2,2.8
"Schedule and take a vacation","Value",NA,NA,NA,NA,NA,NA,3.88888888888889,3.875
"Spend 1 hour a day completely unplugged with my kids","Clarity",5.33333333333333,NA,NA,NA,NA,4.16666666666667,NA,NA
"Spend 1 hour a day completely unplugged with my kids","Consensus",1.25,NA,NA,NA,NA,1.75,NA,NA
"Spend 1 hour a day completely unplugged with my kids","External",7,NA,NA,NA,NA,4.4,NA,NA
"Spend 1 hour a day completely unplugged with my kids","Value",3.44444444444444,NA,NA,NA,NA,4.55555555555556,NA,NA
"Spend closer time with daughter to develop deeper relationship.","Clarity",NA,NA,3.25,NA,5.66666666666667,NA,NA,NA
"Spend closer time with daughter to develop deeper relationship.","Consensus",NA,NA,2.5,NA,1,NA,NA,NA
"Spend closer time with daughter to develop deeper relationship.","External",NA,NA,5,NA,4.6,NA,NA,NA
"Spend closer time with daughter to develop deeper relationship.","Value",NA,NA,5,NA,4.88888888888889,NA,NA,NA
"Stand up straighter.","Clarity",4.16666666666667,NA,NA,5,NA,NA,NA,NA
"Stand up straighter.","Consensus",2,NA,NA,2.25,NA,NA,NA,NA
"Stand up straighter.","External",4.4,NA,NA,1.6,NA,NA,NA,NA
"Stand up straighter.","Value",2.33333333333333,NA,NA,1.66666666666667,NA,NA,NA,NA
"Star own business","Clarity",NA,NA,4.83333333333333,NA,NA,NA,3.16666666666667,NA
"Star own business","Consensus",NA,NA,1.33333333333333,NA,NA,NA,1.75,NA
"Star own business","External",NA,NA,5.25,NA,NA,NA,2.2,NA
"Star own business","Value",NA,NA,5.375,NA,NA,NA,5.11111111111111,NA
"Start a yearly savings plan","Clarity",NA,NA,NA,4.83333333333333,NA,NA,NA,3.66666666666667
"Start a yearly savings plan","Consensus",NA,NA,NA,2,NA,NA,NA,4
"Start a yearly savings plan","External",NA,NA,NA,3,NA,NA,NA,4.4
"Start a yearly savings plan","Value",NA,NA,NA,2.88888888888889,NA,NA,NA,4.5
"Start re-reading the Bible in conjunction with a study Bible","Clarity",5,NA,NA,NA,NA,NA,NA,5.66666666666667
"Start re-reading the Bible in conjunction with a study Bible","Consensus",0,NA,NA,NA,NA,NA,NA,0
"Start re-reading the Bible in conjunction with a study Bible","External",2,NA,NA,NA,NA,NA,NA,1.4
"Start re-reading the Bible in conjunction with a study Bible","Value",3.44444444444444,NA,NA,NA,NA,NA,NA,2.875
"Start testing for additional home jobs in transcription by the end of June","Clarity",5.16666666666667,NA,NA,5.33333333333333,NA,NA,NA,NA
"Start testing for additional home jobs in transcription by the end of June","Consensus",2.75,NA,NA,1.5,NA,NA,NA,NA
"Start testing for additional home jobs in transcription by the end of June","External",4,NA,NA,3.8,NA,NA,NA,NA
"Start testing for additional home jobs in transcription by the end of June","Value",3,NA,NA,3.22222222222222,NA,NA,NA,NA
"Take a walk every day.","Clarity",6.66666666666667,NA,6.33333333333333,NA,NA,NA,NA,NA
"Take a walk every day.","Consensus",1.75,NA,3.75,NA,NA,NA,NA,NA
"Take a walk every day.","External",1.4,NA,4.8,NA,NA,NA,NA,NA
"Take a walk every day.","Value",2.33333333333333,NA,3.875,NA,NA,NA,NA,NA
"take care of family","Clarity",NA,5.16666666666667,NA,NA,5,NA,NA,NA
"take care of family","Consensus",NA,3,NA,NA,3.25,NA,NA,NA
"take care of family","External",NA,5.2,NA,NA,7,NA,NA,NA
"take care of family","Value",NA,6.5,NA,NA,5.44444444444444,NA,NA,NA
"Teach myself how to finish quilts, not just quilt tops, so I can give my dad a quilt for his birthday in two months.","Clarity",NA,NA,NA,NA,NA,6.16666666666667,6.16666666666667,NA
"Teach myself how to finish quilts, not just quilt tops, so I can give my dad a quilt for his birthday in two months.","Consensus",NA,NA,NA,NA,NA,1.75,0.5,NA
"Teach myself how to finish quilts, not just quilt tops, so I can give my dad a quilt for his birthday in two months.","External",NA,NA,NA,NA,NA,5.6,5.2,NA
"Teach myself how to finish quilts, not just quilt tops, so I can give my dad a quilt for his birthday in two months.","Value",NA,NA,NA,NA,NA,4.44444444444444,3.88888888888889,NA
"TI want to be able exercise for 3-5 times a week","Clarity",NA,NA,NA,5,7.33333333333333,NA,NA,NA
"TI want to be able exercise for 3-5 times a week","Consensus",NA,NA,NA,2.75,3.5,NA,NA,NA
"TI want to be able exercise for 3-5 times a week","External",NA,NA,NA,2.4,4.2,NA,NA,NA
"TI want to be able exercise for 3-5 times a week","Value",NA,NA,NA,3.11111111111111,4,NA,NA,NA
"To be healthier and exercise in a regular basis","Clarity",NA,NA,NA,4.5,NA,NA,NA,NA
"To be healthier and exercise in a regular basis","Consensus",NA,NA,NA,2.75,NA,NA,NA,NA
"To be healthier and exercise in a regular basis","External",NA,NA,NA,3.4,NA,NA,NA,NA
"To be healthier and exercise in a regular basis","Value",NA,NA,NA,3.66666666666667,NA,NA,NA,NA
"To build up a savings","Clarity",NA,NA,NA,NA,5.66666666666667,NA,4.16666666666667,NA
"To build up a savings","Consensus",NA,NA,NA,NA,4.5,NA,3.75,NA
"To build up a savings","External",NA,NA,NA,NA,3.4,NA,4.6,NA
"To build up a savings","Value",NA,NA,NA,NA,5,NA,5.22222222222222,NA
"To buy a new car","Clarity",NA,NA,NA,NA,6,NA,3.16666666666667,NA
"To buy a new car","Consensus",NA,NA,NA,NA,2,NA,2.25,NA
"To buy a new car","External",NA,NA,NA,NA,5.6,NA,3,NA
"To buy a new car","Value",NA,NA,NA,NA,3.77777777777778,NA,4.44444444444444,NA
"To completely avoid eating any gluten in my diet, or at least under 20 PPM of gluten for every meal for the next six month","Clarity",NA,7.33333333333333,NA,6.16666666666667,NA,NA,NA,NA
"To completely avoid eating any gluten in my diet, or at least under 20 PPM of gluten for every meal for the next six month","Consensus",NA,0.75,NA,1.75,NA,NA,NA,NA
"To completely avoid eating any gluten in my diet, or at least under 20 PPM of gluten for every meal for the next six month","External",NA,5.2,NA,4.2,NA,NA,NA,NA
"To completely avoid eating any gluten in my diet, or at least under 20 PPM of gluten for every meal for the next six month","Value",NA,4.22222222222222,NA,2.88888888888889,NA,NA,NA,NA
"To earn an extra $500 income from my regular income","Clarity",NA,6.2,NA,NA,NA,NA,NA,4.33333333333333
"To earn an extra $500 income from my regular income","Consensus",NA,2,NA,NA,NA,NA,NA,2.75
"To earn an extra $500 income from my regular income","External",NA,3.8,NA,NA,NA,NA,NA,5.6
"To earn an extra $500 income from my regular income","Value",NA,4.11111111111111,NA,NA,NA,NA,NA,5
"To earn enough from m side hustle and business for savings","Clarity",3.66666666666667,NA,NA,NA,NA,NA,NA,NA
"To earn enough from m side hustle and business for savings","Consensus",2.25,NA,NA,NA,NA,NA,NA,NA
"To earn enough from m side hustle and business for savings","External",2,NA,NA,NA,NA,NA,NA,NA
"To earn enough from m side hustle and business for savings","Value",3.55555555555556,NA,NA,NA,NA,NA,NA,NA
"To earn one thousand dollars a month of income doing side work on sites like Mturk.","Clarity",NA,NA,NA,NA,NA,4.16666666666667,NA,5.16666666666667
"To earn one thousand dollars a month of income doing side work on sites like Mturk.","Consensus",NA,NA,NA,NA,NA,2.5,NA,2.5
"To earn one thousand dollars a month of income doing side work on sites like Mturk.","External",NA,NA,NA,NA,NA,4.4,NA,5.2
